Device ID,Minute,avg_temp,avg_current,max_pressure,total_power,avg_temp_rate,avg_temp_smooth,avg_current_smooth,total_power_smooth,temp_roll_max,temp_roll_min,power_roll_max,power_roll_min,safety_score,safety_score_smooth,Status,avg_temp_smooth_risk,avg_current_smooth_risk,max_pressure_risk,avg_temp_smooth_anomaly,avg_current_smooth_anomaly,max_pressure_anomaly
device_43,2025-09-27 11:56:00+05:30,29.881999999999998,5.0280000000000005,2.17,5530.8,0.601079158791804,29.881999999999998,5.0280000000000005,5530.8,29.881999999999998,29.881999999999998,5530.8,5530.8,32.81025,32.81025,On,0.373525,0.5028,0.01085,False,False,False
device_44,2025-09-27 11:56:00+05:30,29.376666666666665,5.386666666666667,2.18,3555.2,-0.3506101626277241,29.376666666666665,5.386666666666667,3555.2,29.376666666666665,29.376666666666665,3555.2,3555.2,33.814166666666665,33.814166666666665,On,0.3672083333333333,0.5386666666666666,0.0109,False,False,False
device_45,2025-09-27 11:56:00+05:30,30.776666666666667,5.3500000000000005,1.93,3531.0,-0.27236255323421416,30.776666666666667,5.3500000000000005,3531.0,30.776666666666667,30.776666666666667,3531.0,3531.0,34.35458333333333,34.35458333333333,On,0.3847083333333333,0.535,0.009649999999999999,False,False,False
device_46,2025-09-27 11:56:00+05:30,29.8725,5.3100000000000005,2.06,4672.8,-1.0261958545569232,29.8725,5.3100000000000005,4672.8,29.8725,29.8725,4672.8,4672.8,33.77875,33.77875,On,0.37340625,0.531,0.0103,False,False,False
device_47,2025-09-27 11:56:00+05:30,29.38,5.359999999999999,2.03,3537.6,-0.5691340041633873,29.38,5.359999999999999,3537.6,29.38,29.38,3537.6,3537.6,33.70375,33.70375,On,0.36724999999999997,0.5359999999999999,0.01015,False,False,False
device_48,2025-09-27 11:56:00+05:30,29.473333333333333,4.57,2.17,3016.2,-0.6841776110068789,29.473333333333333,4.57,3016.2,29.473333333333333,29.473333333333333,3016.2,3016.2,31.002916666666668,31.002916666666668,On,0.36841666666666667,0.457,0.01085,False,False,False
device_49,2025-09-27 11:56:00+05:30,29.116666666666664,4.876666666666666,2.17,3218.6,-0.2642127365803435,29.116666666666664,4.876666666666666,3218.6,29.116666666666664,29.116666666666664,3218.6,3218.6,31.89791666666666,31.89791666666666,On,0.3639583333333333,0.4876666666666666,0.01085,False,False,False
device_5,2025-09-27 11:56:00+05:30,30.195,4.9225,2.14,4331.8,0.9809991995114051,30.195,4.9225,4331.8,30.195,30.195,4331.8,4331.8,32.59375,32.59375,On,0.3774375,0.49225,0.010700000000000001,False,False,False
device_50,2025-09-27 11:56:00+05:30,28.572499999999998,5.1075,2.12,4494.6,0.5949560035641295,28.572499999999998,5.1075,4494.6,28.572499999999998,28.572499999999998,4494.6,4494.6,32.427499999999995,32.427499999999995,On,0.35715624999999995,0.51075,0.0106,False,False,False
device_6,2025-09-27 11:56:00+05:30,30.105,5.54,2.17,4875.2,0.4699309619965035,30.105,5.54,4875.2,30.105,30.105,4875.2,4875.2,34.713750000000005,34.713750000000005,On,0.3763125,0.554,0.01085,False,False,False
device_7,2025-09-27 11:56:00+05:30,29.8625,4.675,2.16,4114.0,-0.5295298029023455,29.8625,4.675,4114.0,29.8625,29.8625,4114.0,4114.0,31.563749999999995,31.563749999999995,On,0.37328125,0.46749999999999997,0.0108,False,False,False
device_8,2025-09-27 11:56:00+05:30,29.52,5.273333333333333,1.98,3480.4,-0.14229222342097123,29.52,5.273333333333333,3480.4,29.52,29.52,3480.4,3480.4,33.464166666666664,33.464166666666664,On,0.369,0.5273333333333333,0.009899999999999999,False,False,False
device_9,2025-09-27 11:56:00+05:30,30.02,5.1825,2.19,4560.6,0.48232672801974125,30.02,5.1825,4560.6,30.02,30.02,4560.6,4560.6,33.4225,33.4225,On,0.37525,0.51825,0.01095,False,False,False
device_1,2025-09-27 11:57:00+05:30,30.78,5.074999999999999,1.84,2233.0,-0.4129554655870443,30.78,5.074999999999999,2233.0,30.78,30.78,2233.0,2233.0,33.38250000000001,33.38250000000001,On,0.38475000000000004,0.5075,0.0092,False,False,False
device_10,2025-09-27 11:57:00+05:30,30.145000000000003,4.785,2.14,2105.3999999999996,0.6436363636363635,30.145000000000003,4.785,2105.3999999999996,30.145000000000003,30.145000000000003,2105.3999999999996,2105.3999999999996,32.087500000000006,32.087500000000006,On,0.37681250000000005,0.47850000000000004,0.010700000000000001,False,False,False
device_11,2025-09-27 11:57:00+05:30,28.22,5.1,2.05,1122.0,0.0,28.22,5.1,1122.0,28.22,28.22,1122.0,1122.0,32.21625,32.21625,On,0.35275,0.51,0.010249999999999999,False,False,False
device_12,2025-09-27 11:57:00+05:30,29.799999999999997,5.53,2.0,2433.2000000000003,-0.25572005383580015,29.799999999999997,5.53,2433.2000000000003,29.799999999999997,29.799999999999997,2433.2000000000003,2433.2000000000003,34.505,34.505,On,0.37249999999999994,0.553,0.01,False,False,False
device_13,2025-09-27 11:57:00+05:30,28.775,4.66,2.1,2050.4,0.07100149476831139,28.775,4.66,2050.4,28.775,28.775,2050.4,2050.4,30.959999999999997,30.959999999999997,On,0.3596875,0.466,0.0105,False,False,False
device_14,2025-09-27 11:57:00+05:30,30.12,5.275,1.92,2321.0,-0.6311360448807845,30.12,5.275,2321.0,30.12,30.12,2321.0,2321.0,33.7625,33.7625,On,0.3765,0.5275000000000001,0.0096,False,False,False
device_15,2025-09-27 11:57:00+05:30,30.6275,4.59,2.02,4039.2,0.20447095238069127,30.6275,4.59,4039.2,30.6275,30.6275,4039.2,4039.2,31.63125,31.63125,On,0.38284375000000004,0.45899999999999996,0.0101,False,False,False
device_16,2025-09-27 11:57:00+05:30,30.6,4.725,1.89,2079.0,0.179900744416874,30.6,4.725,2079.0,30.6,30.6,2079.0,2079.0,32.073750000000004,32.073750000000004,On,0.3825,0.4725,0.00945,False,False,False
device_17,2025-09-27 11:57:00+05:30,30.59,4.41,2.1,970.2,0.0,30.59,4.41,970.2,30.59,30.59,970.2,970.2,30.9925,30.9925,On,0.382375,0.441,0.0105,False,False,False
device_18,2025-09-27 11:57:00+05:30,29.939999999999998,5.046666666666667,2.06,3330.8,-0.15805539489750073,29.939999999999998,5.046666666666667,3330.8,29.939999999999998,29.939999999999998,3330.8,3330.8,32.89083333333333,32.89083333333333,On,0.37424999999999997,0.5046666666666667,0.0103,False,False,False
device_19,2025-09-27 11:57:00+05:30,30.465,5.055,2.04,2224.2000000000003,0.35923363491218774,30.465,5.055,2224.2000000000003,30.465,30.465,2224.2000000000003,2224.2000000000003,33.18,33.18,On,0.3808125,0.5055,0.0102,False,False,False
device_2,2025-09-27 11:57:00+05:30,28.58,4.87,2.11,2142.8,0.35440613026819845,28.58,4.87,2142.8,28.58,28.58,2142.8,2142.8,31.598750000000003,31.598750000000003,On,0.35724999999999996,0.487,0.010549999999999999,False,False,False
device_20,2025-09-27 11:57:00+05:30,30.046666666666667,5.243333333333333,2.04,3460.6,-1.163046650422903,30.046666666666667,5.243333333333333,3460.6,30.046666666666667,30.046666666666667,3460.6,3460.6,33.629999999999995,33.629999999999995,On,0.3755833333333333,0.5243333333333333,0.0102,False,False,False
device_21,2025-09-27 11:57:00+05:30,31.176666666666666,4.756666666666667,2.04,3139.3999999999996,-0.4168135260127938,31.176666666666666,4.756666666666667,3139.3999999999996,31.176666666666666,31.176666666666666,3139.3999999999996,3139.3999999999996,32.49166666666667,32.49166666666667,On,0.3897083333333333,0.4756666666666667,0.0102,False,False,False
device_22,2025-09-27 11:57:00+05:30,31.455,5.34,2.02,2349.6000000000004,-0.31432274789371434,31.455,5.34,2349.6000000000004,31.455,31.455,2349.6000000000004,2349.6000000000004,34.67,34.67,On,0.39318749999999997,0.534,0.0101,False,False,False
device_23,2025-09-27 11:57:00+05:30,30.849999999999998,5.513333333333333,2.05,3638.8,-0.5739312279059415,30.849999999999998,5.513333333333333,3638.8,30.849999999999998,30.849999999999998,3638.8,3638.8,34.977916666666665,34.977916666666665,On,0.385625,0.5513333333333332,0.010249999999999999,False,False,False
device_24,2025-09-27 11:57:00+05:30,30.633333333333336,4.933333333333334,2.14,3256.0,0.7258743584889658,30.633333333333336,4.933333333333334,3256.0,30.633333333333336,30.633333333333336,3256.0,3256.0,32.85083333333333,32.85083333333333,On,0.3829166666666667,0.49333333333333335,0.010700000000000001,False,False,False
device_25,2025-09-27 11:57:00+05:30,30.545,5.215,1.93,2294.6000000000004,0.3723908918406064,30.545,5.215,2294.6000000000004,30.545,30.545,2294.6000000000004,2294.6000000000004,33.76624999999999,33.76624999999999,On,0.3818125,0.5215,0.009649999999999999,False,False,False
device_26,2025-09-27 11:57:00+05:30,29.0,5.115,2.15,2250.6000000000004,-0.2353896103896097,29.0,5.115,2250.6000000000004,29.0,29.0,2250.6000000000004,2250.6000000000004,32.67125,32.67125,On,0.3625,0.5115000000000001,0.01075,False,False,False
device_27,2025-09-27 11:57:00+05:30,29.9325,5.907500000000001,2.17,5198.6,0.4965572867892359,29.9325,5.907500000000001,5198.6,29.9325,29.9325,5198.6,5198.6,35.91375,35.91375,On,0.37415625,0.5907500000000001,0.01085,False,False,False
device_28,2025-09-27 11:57:00+05:30,30.48,5.202500000000001,2.09,4578.200000000001,-1.352441125963191,30.48,5.202500000000001,4578.200000000001,30.48,30.48,4578.200000000001,4578.200000000001,33.71000000000001,33.71000000000001,On,0.381,0.5202500000000001,0.01045,False,False,False
device_29,2025-09-27 11:57:00+05:30,28.755000000000003,5.53,1.89,2433.2,0.10930888575458347,28.755000000000003,5.53,2433.2,28.755000000000003,28.755000000000003,2433.2,2433.2,33.96875,33.96875,On,0.3594375,0.553,0.00945,False,False,False
device_3,2025-09-27 11:57:00+05:30,28.905,5.74,2.18,2525.6,0.010224948875256011,28.905,5.74,2525.6,28.905,28.905,2525.6,2525.6,34.815000000000005,34.815000000000005,On,0.36131250000000004,0.5740000000000001,0.0109,False,False,False
device_30,2025-09-27 11:57:00+05:30,30.735,4.9750000000000005,2.16,4378.0,-0.23331964013714412,30.735,4.9750000000000005,4378.0,30.735,30.735,4378.0,4378.0,33.05,33.05,On,0.3841875,0.49750000000000005,0.0108,False,False,False
device_31,2025-09-27 11:57:00+05:30,30.34,5.06,2.08,3339.5999999999995,-0.6437744523772695,30.34,5.06,3339.5999999999995,30.34,30.34,3339.5999999999995,3339.5999999999995,33.14,33.14,On,0.37925,0.506,0.0104,False,False,False
device_32,2025-09-27 11:57:00+05:30,31.58,5.37,1.94,2362.8,-0.11254019292604404,31.58,5.37,2362.8,31.58,31.58,2362.8,2362.8,34.8275,34.8275,On,0.39475,0.537,0.0097,False,False,False
device_33,2025-09-27 11:57:00+05:30,29.53,5.140000000000001,2.15,4523.2,-0.6425123046188835,29.53,5.140000000000001,4523.2,29.53,29.53,4523.2,4523.2,33.02375,33.02375,On,0.36912500000000004,0.514,0.01075,False,False,False
device_34,2025-09-27 11:57:00+05:30,30.405,4.27,2.19,1878.8000000000002,0.6955307262569828,30.405,4.27,1878.8000000000002,30.405,30.405,1878.8000000000002,1878.8000000000002,30.42125,30.42125,On,0.3800625,0.42699999999999994,0.01095,False,False,False
device_35,2025-09-27 11:57:00+05:30,30.276666666666667,4.873333333333334,2.17,3216.4,0.5188934870430596,30.276666666666667,4.873333333333334,3216.4,30.276666666666667,30.276666666666667,3216.4,3216.4,32.46625,32.46625,On,0.37845833333333334,0.4873333333333334,0.01085,False,False,False
device_36,2025-09-27 11:57:00+05:30,30.509999999999998,5.625,2.07,2475.0,-0.1546391752577314,30.509999999999998,5.625,2475.0,30.509999999999998,30.509999999999998,2475.0,2475.0,35.20125,35.20125,On,0.38137499999999996,0.5625,0.01035,False,False,False
device_37,2025-09-27 11:57:00+05:30,30.825,5.050000000000001,1.95,2222.0,-0.26425178147268424,30.825,5.050000000000001,2222.0,30.825,30.825,2222.0,2222.0,33.331250000000004,33.331250000000004,On,0.3853125,0.5050000000000001,0.00975,False,False,False
device_38,2025-09-27 11:57:00+05:30,28.97,5.583333333333333,2.16,3685.0,-0.11182179570647348,28.97,5.583333333333333,3685.0,28.97,28.97,3685.0,3685.0,34.29666666666667,34.29666666666667,On,0.362125,0.5583333333333333,0.0108,False,False,False
device_39,2025-09-27 11:57:00+05:30,29.055,4.875,2.0,2145.0,1.366171003717471,29.055,4.875,2145.0,29.055,29.055,2145.0,2145.0,31.840000000000003,31.840000000000003,On,0.3631875,0.4875,0.01,False,False,False
device_4,2025-09-27 11:57:00+05:30,29.106666666666666,5.786666666666666,2.19,3819.2,-0.8349027170603783,29.106666666666666,5.786666666666666,3819.2,29.106666666666666,29.106666666666666,3819.2,3819.2,35.080416666666665,35.080416666666665,On,0.36383333333333334,0.5786666666666667,0.01095,False,False,False
device_40,2025-09-27 11:57:00+05:30,30.433333333333334,4.566666666666666,2.07,3014.0,0.8675922703072012,30.433333333333334,4.566666666666666,3014.0,30.433333333333334,30.433333333333334,3014.0,3014.0,31.458750000000002,31.458750000000002,On,0.3804166666666667,0.45666666666666667,0.01035,False,False,False
device_41,2025-09-27 11:57:00+05:30,29.790000000000003,4.693333333333333,2.07,3097.6,0.217912963397364,29.790000000000003,4.693333333333333,3097.6,29.790000000000003,29.790000000000003,3097.6,3097.6,31.580416666666665,31.580416666666665,On,0.372375,0.4693333333333333,0.01035,False,False,False
device_42,2025-09-27 11:57:00+05:30,29.76,5.3066666666666675,2.18,3502.4,-0.3844808743169399,29.76,5.3066666666666675,3502.4,29.76,29.76,3502.4,3502.4,33.725833333333334,33.725833333333334,On,0.372,0.5306666666666667,0.0109,False,False,False
device_43,2025-09-27 11:57:00+05:30,31.333333333333332,4.673333333333333,2.07,3084.4,0.39102628205710954,31.333333333333332,4.673333333333333,3084.4,31.333333333333332,31.333333333333332,3084.4,3084.4,32.28208333333333,32.28208333333333,On,0.39166666666666666,0.46733333333333327,0.01035,False,False,False
device_44,2025-09-27 11:57:00+05:30,30.95,5.125,1.94,2255.0,-0.4478427089022394,30.95,5.125,2255.0,30.95,30.95,2255.0,2255.0,33.655,33.655,On,0.38687499999999997,0.5125,0.0097,False,False,False
device_45,2025-09-27 11:57:00+05:30,30.700000000000003,4.875,1.97,2145.0,0.23694130317716722,30.700000000000003,4.875,2145.0,30.700000000000003,30.700000000000003,2145.0,2145.0,32.65875,32.65875,On,0.38375000000000004,0.4875,0.00985,False,False,False
device_46,2025-09-27 11:57:00+05:30,30.485,5.025,1.93,2211.0,1.085232903865212,30.485,5.025,2211.0,30.485,30.485,2211.0,2211.0,33.07125,33.07125,On,0.38106249999999997,0.5025000000000001,0.009649999999999999,False,False,False
device_47,2025-09-27 11:57:00+05:30,29.76,5.08,2.1,3352.8,-0.7833577886117298,29.76,5.08,3352.8,29.76,29.76,3352.8,3352.8,32.9225,32.9225,On,0.372,0.508,0.0105,False,False,False
device_48,2025-09-27 11:57:00+05:30,29.063333333333333,5.1933333333333325,2.12,3427.6,-0.41023223785174534,29.063333333333333,5.1933333333333325,3427.6,29.063333333333333,29.063333333333333,3427.6,3427.6,32.97333333333333,32.97333333333333,On,0.3632916666666667,0.5193333333333332,0.0106,False,False,False
device_49,2025-09-27 11:57:00+05:30,29.566666666666666,5.16,2.18,3405.6,0.24816057928849164,29.566666666666666,5.16,3405.6,29.566666666666666,29.566666666666666,3405.6,3405.6,33.115833333333335,33.115833333333335,On,0.3695833333333333,0.516,0.0109,False,False,False
device_5,2025-09-27 11:57:00+05:30,29.77,5.386666666666667,1.96,3555.2,-0.29176603530625306,29.77,5.386666666666667,3555.2,29.77,29.77,3555.2,3555.2,33.983333333333334,33.983333333333334,On,0.372125,0.5386666666666666,0.0098,False,False,False
device_50,2025-09-27 11:57:00+05:30,30.439999999999998,5.05,2.13,2222.0,0.7912355447352397,30.439999999999998,5.05,2222.0,30.439999999999998,30.439999999999998,2222.0,2222.0,33.161249999999995,33.161249999999995,On,0.38049999999999995,0.505,0.01065,False,False,False
device_6,2025-09-27 11:57:00+05:30,29.37,4.743333333333333,2.14,3130.6,0.043960300523285,29.37,4.743333333333333,3130.6,29.37,29.37,3130.6,3130.6,31.55416666666666,31.55416666666666,On,0.36712500000000003,0.47433333333333333,0.010700000000000001,False,False,False
device_7,2025-09-27 11:57:00+05:30,31.005000000000003,4.359999999999999,1.91,1918.4,0.10407816482582805,31.005000000000003,4.359999999999999,1918.4,31.005000000000003,31.005000000000003,1918.4,1918.4,31.001249999999995,31.001249999999995,On,0.38756250000000003,0.43599999999999994,0.00955,False,False,False
device_8,2025-09-27 11:57:00+05:30,31.76,4.28,2.15,941.6,0.0,31.76,4.28,941.6,31.76,31.76,941.6,941.6,31.128750000000004,31.128750000000004,On,0.397,0.42800000000000005,0.01075,False,False,False
device_9,2025-09-27 11:57:00+05:30,30.175,4.845000000000001,2.15,2131.8,0.1049160671462834,30.175,4.845000000000001,2131.8,30.175,30.175,2131.8,2131.8,32.31375,32.31375,On,0.3771875,0.48450000000000004,0.01075,False,False,False
