Device ID,System Type,Timestamp,Temperature (°C),Current (A),Pressure (hPa),Alert,Power (W),Temp_Rate,Timestamp_IST,Status
device_21,container,2025-09-27 06:26:09.147000+00:00,30.44,5.81,1.99,False,1278.1999999999998,0.0,2025-09-27 11:56:09.147000+05:30,On
device_21,container,2025-09-27 06:26:10.081000+00:00,31.38,4.98,2.1,False,1095.6000000000001,1.0064239828693766,2025-09-27 11:56:10.081000+05:30,On
device_21,container,2025-09-27 06:26:11.342000+00:00,31.73,5.5,2.05,False,1210.0,0.27755749405234054,2025-09-27 11:56:11.342000+05:30,On
device_21,container,2025-09-27 06:26:11.905000+00:00,29.99,4.43,1.94,False,974.5999999999999,-3.0905861456483166,2025-09-27 11:56:11.905000+05:30,On
device_21,container,2025-09-27 06:26:12.429000+00:00,30.87,4.69,2.17,False,1031.8000000000002,1.679389312977104,2025-09-27 11:56:12.429000+05:30,On
device_22,container,2025-09-27 06:26:08.305000+00:00,31.17,4.24,2.12,False,932.8000000000001,0.0,2025-09-27 11:56:08.305000+05:30,On
device_22,container,2025-09-27 06:26:09.503000+00:00,30.86,5.08,2.04,False,1117.6,-0.2587646076794677,2025-09-27 11:56:09.503000+05:30,On
device_22,container,2025-09-27 06:26:11.248000+00:00,30.76,4.6,2.06,False,1011.9999999999999,-0.05730659025787843,2025-09-27 11:56:11.248000+05:30,On
device_22,container,2025-09-27 06:26:11.963000+00:00,28.12,4.81,2.02,False,1058.1999999999998,-3.6923076923076934,2025-09-27 11:56:11.963000+05:30,On
device_23,container,2025-09-27 06:26:08.922000+00:00,30.58,4.7,2.06,False,1034.0,0.0,2025-09-27 11:56:08.922000+05:30,On
device_23,container,2025-09-27 06:26:10.218000+00:00,30.51,5.91,2.17,False,1300.2,-0.054012345679009824,2025-09-27 11:56:10.218000+05:30,On
device_23,container,2025-09-27 06:26:11.604000+00:00,28.21,5.83,2.09,False,1282.6,-1.6594516594516602,2025-09-27 11:56:11.604000+05:30,On
device_24,container,2025-09-27 06:26:09.403000+00:00,29.06,4.1,2.13,False,901.9999999999999,0.0,2025-09-27 11:56:09.403000+05:30,On
device_24,container,2025-09-27 06:26:11.354000+00:00,28.05,4.45,2.12,False,979.0,-0.5176832393644275,2025-09-27 11:56:11.354000+05:30,On
device_24,container,2025-09-27 06:26:12.567000+00:00,29.1,4.17,2.17,False,917.4,0.865622423742787,2025-09-27 11:56:12.567000+05:30,On
device_25,container,2025-09-27 06:26:09.349000+00:00,31.0,5.89,2.19,False,1295.8,0.0,2025-09-27 11:56:09.349000+05:30,On
device_25,container,2025-09-27 06:26:11.332000+00:00,28.13,5.7,2.1,False,1254.0,-1.4473020675743826,2025-09-27 11:56:11.332000+05:30,On
device_26,container,2025-09-27 06:26:08.697000+00:00,29.05,4.92,2.15,False,1082.4,0.0,2025-09-27 11:56:08.697000+05:30,On
device_26,container,2025-09-27 06:26:09.752000+00:00,28.66,4.03,1.9,False,886.6,-0.36966824644549817,2025-09-27 11:56:09.752000+05:30,On
device_26,container,2025-09-27 06:26:10.688000+00:00,29.41,4.06,2.14,False,893.1999999999999,0.8012820512820512,2025-09-27 11:56:10.688000+05:30,On
device_26,container,2025-09-27 06:26:11.443000+00:00,30.99,4.34,1.83,False,954.8,2.0927152317880773,2025-09-27 11:56:11.443000+05:30,On
device_26,container,2025-09-27 06:26:12.475000+00:00,30.6,5.18,1.98,False,1139.6,-0.37790697674418317,2025-09-27 11:56:12.475000+05:30,On
device_27,container,2025-09-27 06:26:08.993000+00:00,31.4,5.18,2.06,False,1139.6,0.0,2025-09-27 11:56:08.993000+05:30,On
device_27,container,2025-09-27 06:26:10.512000+00:00,31.76,4.04,1.85,False,888.8,0.23699802501646017,2025-09-27 11:56:10.512000+05:30,On
device_27,container,2025-09-27 06:26:11.153000+00:00,31.55,4.77,2.15,False,1049.3999999999999,-0.3276131045241823,2025-09-27 11:56:11.153000+05:30,On
device_28,container,2025-09-27 06:26:09.056000+00:00,31.38,4.94,1.97,False,1086.8000000000002,0.0,2025-09-27 11:56:09.056000+05:30,On
device_28,container,2025-09-27 06:26:11.004000+00:00,30.16,4.03,2.03,False,886.6,-0.6262833675564676,2025-09-27 11:56:11.004000+05:30,On
device_28,container,2025-09-27 06:26:12.496000+00:00,31.37,5.77,2.0,False,1269.3999999999999,0.8109919571045582,2025-09-27 11:56:12.496000+05:30,On
device_29,container,2025-09-27 06:26:08.655000+00:00,30.72,4.61,2.14,False,1014.2,0.0,2025-09-27 11:56:08.655000+05:30,On
device_29,container,2025-09-27 06:26:10.293000+00:00,30.27,4.76,2.17,False,1047.2,-0.2747252747252743,2025-09-27 11:56:10.293000+05:30,On
device_29,container,2025-09-27 06:26:10.886000+00:00,30.4,5.78,1.86,False,1271.6000000000001,0.21922428330522598,2025-09-27 11:56:10.886000+05:30,On
device_29,container,2025-09-27 06:26:11.510000+00:00,29.27,5.09,2.07,False,1119.8,-1.8108974358974343,2025-09-27 11:56:11.510000+05:30,On
device_3,pipe,2025-09-27 06:26:08.826000+00:00,31.19,4.92,2.1,True,1082.4,0.0,2025-09-27 11:56:08.826000+05:30,On
device_3,pipe,2025-09-27 06:26:10.696000+00:00,28.35,4.8,2.01,True,1056.0,-1.5187165775401068,2025-09-27 11:56:10.696000+05:30,On
device_3,pipe,2025-09-27 06:26:11.898000+00:00,28.03,4.69,1.95,True,1031.8000000000002,-0.2662229617304495,2025-09-27 11:56:11.898000+05:30,On
device_30,container,2025-09-27 06:26:09.501000+00:00,29.65,4.12,1.83,False,906.4,0.0,2025-09-27 11:56:09.501000+05:30,On
device_30,container,2025-09-27 06:26:10.732000+00:00,28.57,5.43,2.17,False,1194.6,-0.8773354995938247,2025-09-27 11:56:10.732000+05:30,On
device_30,container,2025-09-27 06:26:11.770000+00:00,30.4,5.74,1.84,False,1262.8,1.763005780346819,2025-09-27 11:56:11.770000+05:30,On
device_31,battery_bank,2025-09-27 06:26:08.744000+00:00,29.85,5.63,2.04,False,1238.6,0.0,2025-09-27 11:56:08.744000+05:30,On
device_31,battery_bank,2025-09-27 06:26:09.410000+00:00,31.26,5.24,2.17,False,1152.8,2.1171171171171173,2025-09-27 11:56:09.410000+05:30,On
device_31,battery_bank,2025-09-27 06:26:10.593000+00:00,30.28,5.66,1.85,False,1245.2,-0.8284023668639057,2025-09-27 11:56:10.593000+05:30,On
device_31,battery_bank,2025-09-27 06:26:11.854000+00:00,30.59,5.2,2.19,False,1144.0,0.24583663758921392,2025-09-27 11:56:11.854000+05:30,On
device_31,battery_bank,2025-09-27 06:26:12.737000+00:00,30.2,4.49,1.89,False,987.8000000000001,-0.4416761041902611,2025-09-27 11:56:12.737000+05:30,On
device_32,battery_bank,2025-09-27 06:26:08.288000+00:00,28.61,4.1,1.84,False,901.9999999999999,0.0,2025-09-27 11:56:08.288000+05:30,On
device_32,battery_bank,2025-09-27 06:26:09.878000+00:00,28.59,4.58,1.91,False,1007.6,-0.01257861635220099,2025-09-27 11:56:09.878000+05:30,On
device_32,battery_bank,2025-09-27 06:26:10.745000+00:00,29.2,4.99,1.87,False,1097.8,0.7035755478662047,2025-09-27 11:56:10.745000+05:30,On
device_32,battery_bank,2025-09-27 06:26:11.849000+00:00,31.3,4.08,2.17,False,897.6,1.9021739130434794,2025-09-27 11:56:11.849000+05:30,On
device_33,battery_bank,2025-09-27 06:26:08.602000+00:00,30.38,5.47,1.87,False,1203.3999999999999,0.0,2025-09-27 11:56:08.602000+05:30,On
device_33,battery_bank,2025-09-27 06:26:10.601000+00:00,30.46,4.17,1.93,False,917.4,0.04002001000500342,2025-09-27 11:56:10.601000+05:30,On
device_33,battery_bank,2025-09-27 06:26:11.499000+00:00,31.08,5.09,1.88,False,1119.8,0.6904231625835161,2025-09-27 11:56:11.499000+05:30,On
device_33,battery_bank,2025-09-27 06:26:12.431000+00:00,29.79,4.54,2.17,False,998.8,-1.3841201716738187,2025-09-27 11:56:12.431000+05:30,On
device_34,battery_bank,2025-09-27 06:26:09.457000+00:00,28.52,5.75,2.05,False,1265.0,0.0,2025-09-27 11:56:09.457000+05:30,On
device_34,battery_bank,2025-09-27 06:26:10.296000+00:00,31.63,5.36,1.83,False,1179.2,3.7067938021454108,2025-09-27 11:56:10.296000+05:30,On
device_34,battery_bank,2025-09-27 06:26:11.707000+00:00,29.3,4.17,1.97,False,917.4,-1.6513111268603815,2025-09-27 11:56:11.707000+05:30,On
device_35,battery_bank,2025-09-27 06:26:08.903000+00:00,30.46,4.24,1.83,False,932.8000000000001,0.0,2025-09-27 11:56:08.903000+05:30,On
device_35,battery_bank,2025-09-27 06:26:10.173000+00:00,30.78,4.59,1.84,False,1009.8,0.2519685039370081,2025-09-27 11:56:10.173000+05:30,On
device_35,battery_bank,2025-09-27 06:26:11.335000+00:00,31.59,5.82,2.04,False,1280.4,0.6970740103270213,2025-09-27 11:56:11.335000+05:30,On
device_35,battery_bank,2025-09-27 06:26:12.351000+00:00,29.07,4.23,2.0,False,930.6000000000001,-2.480314960629921,2025-09-27 11:56:12.351000+05:30,On
device_36,battery_bank,2025-09-27 06:26:09.014000+00:00,29.61,4.66,1.94,False,1025.2,0.0,2025-09-27 11:56:09.014000+05:30,On
device_36,battery_bank,2025-09-27 06:26:10.736000+00:00,31.36,5.69,1.86,False,1251.8000000000002,1.016260162601626,2025-09-27 11:56:10.736000+05:30,On
device_36,battery_bank,2025-09-27 06:26:11.714000+00:00,29.34,5.26,1.94,False,1157.2,-2.0654396728016358,2025-09-27 11:56:11.714000+05:30,On
device_37,battery_bank,2025-09-27 06:26:08.243000+00:00,28.66,4.18,2.14,False,919.5999999999999,0.0,2025-09-27 11:56:08.243000+05:30,On
device_37,battery_bank,2025-09-27 06:26:09.318000+00:00,28.73,4.21,1.95,False,926.2,0.0651162790697677,2025-09-27 11:56:09.318000+05:30,On
device_37,battery_bank,2025-09-27 06:26:10.434000+00:00,31.04,4.89,1.95,False,1075.8,2.069892473118278,2025-09-27 11:56:10.434000+05:30,On
device_37,battery_bank,2025-09-27 06:26:12.213000+00:00,28.94,4.21,1.88,False,926.2,-1.1804384485666093,2025-09-27 11:56:12.213000+05:30,On
device_38,battery_bank,2025-09-27 06:26:08.817000+00:00,30.52,4.11,2.14,False,904.2,0.0,2025-09-27 11:56:08.817000+05:30,On
device_38,battery_bank,2025-09-27 06:26:09.689000+00:00,30.16,5.32,1.88,False,1170.4,-0.41284403669724706,2025-09-27 11:56:09.689000+05:30,On
device_38,battery_bank,2025-09-27 06:26:10.806000+00:00,31.03,5.81,1.81,False,1278.1999999999998,0.7788719785138773,2025-09-27 11:56:10.806000+05:30,On
device_38,battery_bank,2025-09-27 06:26:12.026000+00:00,28.19,4.46,1.91,False,981.2,-2.3278688524590163,2025-09-27 11:56:12.026000+05:30,On
device_39,battery_bank,2025-09-27 06:26:08.981000+00:00,29.32,4.29,1.87,False,943.8,0.0,2025-09-27 11:56:08.981000+05:30,On
device_39,battery_bank,2025-09-27 06:26:09.782000+00:00,30.14,5.29,2.1,False,1163.8,1.0237203495630465,2025-09-27 11:56:09.782000+05:30,On
device_39,battery_bank,2025-09-27 06:26:10.875000+00:00,29.38,4.92,2.03,False,1082.4,-0.6953339432753903,2025-09-27 11:56:10.875000+05:30,On
device_4,pipe,2025-09-27 06:26:08.400000+00:00,28.38,4.14,1.85,True,910.8,0.0,2025-09-27 11:56:08.400000+05:30,On
device_4,pipe,2025-09-27 06:26:09.225000+00:00,29.32,4.5,1.91,True,990.0,1.139393939393941,2025-09-27 11:56:09.225000+05:30,On
device_4,pipe,2025-09-27 06:26:11.063000+00:00,29.47,4.95,2.06,True,1089.0,0.08161044613710478,2025-09-27 11:56:11.063000+05:30,On
device_4,pipe,2025-09-27 06:26:12.516000+00:00,29.93,4.95,1.95,True,1089.0,0.31658637302133574,2025-09-27 11:56:12.516000+05:30,On
device_40,battery_bank,2025-09-27 06:26:09.064000+00:00,30.19,5.04,1.95,False,1108.8,0.0,2025-09-27 11:56:09.064000+05:30,On
device_40,battery_bank,2025-09-27 06:26:10.140000+00:00,28.34,4.29,2.18,False,943.8,-1.7193308550185886,2025-09-27 11:56:10.140000+05:30,On
device_40,battery_bank,2025-09-27 06:26:11.116000+00:00,31.26,5.66,2.19,False,1245.2,2.9918032786885265,2025-09-27 11:56:11.116000+05:30,On
device_40,battery_bank,2025-09-27 06:26:12.321000+00:00,30.58,5.16,1.93,False,1135.2,-0.5643153526970981,2025-09-27 11:56:12.321000+05:30,On
device_41,battery_bank,2025-09-27 06:26:09.106000+00:00,31.14,5.64,1.92,False,1240.8,0.0,2025-09-27 11:56:09.106000+05:30,On
device_41,battery_bank,2025-09-27 06:26:10.032000+00:00,29.19,5.57,2.18,False,1225.4,-2.1058315334773208,2025-09-27 11:56:10.032000+05:30,On
device_41,battery_bank,2025-09-27 06:26:10.670000+00:00,29.85,4.03,1.98,False,886.6,1.03448275862069,2025-09-27 11:56:10.670000+05:30,On
device_41,battery_bank,2025-09-27 06:26:12.576000+00:00,30.58,5.37,2.01,False,1181.4,0.3830010493179417,2025-09-27 11:56:12.576000+05:30,On
device_42,battery_bank,2025-09-27 06:26:08.571000+00:00,31.86,5.08,2.09,False,1117.6,0.0,2025-09-27 11:56:08.571000+05:30,On
device_42,battery_bank,2025-09-27 06:26:09.095000+00:00,28.68,5.28,2.19,False,1161.6000000000001,-6.068702290076335,2025-09-27 11:56:09.095000+05:30,On
device_42,battery_bank,2025-09-27 06:26:10.265000+00:00,31.29,5.16,2.13,False,1135.2,2.2307692307692304,2025-09-27 11:56:10.265000+05:30,On
device_42,battery_bank,2025-09-27 06:26:11.649000+00:00,28.98,5.52,1.86,False,1214.3999999999999,-1.6690751445086698,2025-09-27 11:56:11.649000+05:30,On
device_43,battery_bank,2025-09-27 06:26:08.806000+00:00,28.1,5.41,2.17,False,1190.2,0.0,2025-09-27 11:56:08.806000+05:30,On
device_43,battery_bank,2025-09-27 06:26:09.533000+00:00,30.9,4.56,1.88,False,1003.1999999999999,3.85144429160935,2025-09-27 11:56:09.533000+05:30,On
device_43,battery_bank,2025-09-27 06:26:10.729000+00:00,28.87,4.24,1.83,False,932.8000000000001,-1.6973244147157172,2025-09-27 11:56:10.729000+05:30,On
device_43,battery_bank,2025-09-27 06:26:11.489000+00:00,31.82,5.01,2.04,False,1102.2,3.88157894736842,2025-09-27 11:56:11.489000+05:30,On
device_43,battery_bank,2025-09-27 06:26:12.182000+00:00,29.72,5.92,2.12,False,1302.4,-3.0303030303030325,2025-09-27 11:56:12.182000+05:30,On
device_44,battery_bank,2025-09-27 06:26:10.142000+00:00,29.89,5.95,1.88,False,1309.0,0.0,2025-09-27 11:56:10.142000+05:30,On
device_44,battery_bank,2025-09-27 06:26:10.873000+00:00,29.1,5.05,2.18,False,1111.0,-1.0807113543091644,2025-09-27 11:56:10.873000+05:30,On
device_44,battery_bank,2025-09-27 06:26:12.258000+00:00,29.14,5.16,1.95,False,1135.2,0.028880866425992163,2025-09-27 11:56:12.258000+05:30,On
device_45,battery_bank,2025-09-27 06:26:08.900000+00:00,31.16,4.77,1.93,False,1049.3999999999999,0.0,2025-09-27 11:56:08.900000+05:30,On
device_45,battery_bank,2025-09-27 06:26:10.184000+00:00,30.95,5.78,1.88,False,1271.6000000000001,-0.16355140186915954,2025-09-27 11:56:10.184000+05:30,On
device_45,battery_bank,2025-09-27 06:26:11.301000+00:00,30.22,5.5,1.83,False,1210.0,-0.6535362578334829,2025-09-27 11:56:11.301000+05:30,On
device_46,battery_bank,2025-09-27 06:26:09.480000+00:00,31.34,5.11,2.02,False,1124.2,0.0,2025-09-27 11:56:09.480000+05:30,On
device_46,battery_bank,2025-09-27 06:26:10.356000+00:00,30.24,5.7,1.97,False,1254.0,-1.2557077625570792,2025-09-27 11:56:10.356000+05:30,On
device_46,battery_bank,2025-09-27 06:26:10.900000+00:00,28.18,5.35,1.81,False,1177.0,-3.78676470588235,2025-09-27 11:56:10.900000+05:30,On
device_46,battery_bank,2025-09-27 06:26:12.553000+00:00,29.73,5.08,2.06,False,1117.6,0.9376890502117367,2025-09-27 11:56:12.553000+05:30,On
device_47,battery_bank,2025-09-27 06:26:09.816000+00:00,31.04,5.8,2.0,False,1276.0,0.0,2025-09-27 11:56:09.816000+05:30,On
device_47,battery_bank,2025-09-27 06:26:11.205000+00:00,28.41,4.29,2.03,False,943.8,-1.8934485241180699,2025-09-27 11:56:11.205000+05:30,On
device_47,battery_bank,2025-09-27 06:26:12.710000+00:00,28.69,5.99,1.88,False,1317.8,0.18604651162790775,2025-09-27 11:56:12.710000+05:30,On
device_48,battery_bank,2025-09-27 06:26:08.990000+00:00,31.52,4.55,1.83,False,1001.0,0.0,2025-09-27 11:56:08.990000+05:30,On
device_48,battery_bank,2025-09-27 06:26:10.589000+00:00,28.55,4.28,2.04,False,941.6,-1.857410881801125,2025-09-27 11:56:10.589000+05:30,On
device_48,battery_bank,2025-09-27 06:26:11.614000+00:00,28.35,4.88,2.17,False,1073.6,-0.1951219512195115,2025-09-27 11:56:11.614000+05:30,On
device_49,battery_bank,2025-09-27 06:26:09.460000+00:00,30.18,5.04,1.83,False,1108.8,0.0,2025-09-27 11:56:09.460000+05:30,On
device_49,battery_bank,2025-09-27 06:26:11.119000+00:00,28.35,4.3,1.88,False,946.0,-1.1030741410488236,2025-09-27 11:56:11.119000+05:30,On
device_49,battery_bank,2025-09-27 06:26:12.633000+00:00,28.82,5.29,2.17,False,1163.8,0.3104359313077932,2025-09-27 11:56:12.633000+05:30,On
device_5,pipe,2025-09-27 06:26:09.017000+00:00,30.08,4.79,1.88,True,1053.8,0.0,2025-09-27 11:56:09.017000+05:30,On
device_5,pipe,2025-09-27 06:26:10.248000+00:00,30.73,4.83,2.14,True,1062.6,0.5280259951259156,2025-09-27 11:56:10.248000+05:30,On
device_5,pipe,2025-09-27 06:26:11.618000+00:00,28.39,5.16,2.06,True,1135.2,-1.7080291970802917,2025-09-27 11:56:11.618000+05:30,On
device_5,pipe,2025-09-27 06:26:12.243000+00:00,31.58,4.91,1.99,True,1080.2,5.1039999999999965,2025-09-27 11:56:12.243000+05:30,On
device_50,battery_bank,2025-09-27 06:26:09.287000+00:00,28.22,5.6,1.85,False,1232.0,0.0,2025-09-27 11:56:09.287000+05:30,On
device_50,battery_bank,2025-09-27 06:26:10.517000+00:00,28.1,5.15,2.12,False,1133.0,-0.09756097560975402,2025-09-27 11:56:10.517000+05:30,On
device_50,battery_bank,2025-09-27 06:26:11.940000+00:00,28.14,4.2,2.09,False,924.0,0.028109627547434398,2025-09-27 11:56:11.940000+05:30,On
device_50,battery_bank,2025-09-27 06:26:12.630000+00:00,29.83,5.48,1.9,False,1205.6000000000001,2.4492753623188377,2025-09-27 11:56:12.630000+05:30,On
device_6,pipe,2025-09-27 06:26:08.162000+00:00,28.81,5.69,2.07,True,1251.8000000000002,0.0,2025-09-27 11:56:08.162000+05:30,On
device_6,pipe,2025-09-27 06:26:09.365000+00:00,29.42,5.58,2.17,True,1227.6,0.5070656691604347,2025-09-27 11:56:09.365000+05:30,On
device_6,pipe,2025-09-27 06:26:11.181000+00:00,30.89,5.67,2.07,True,1247.4,0.8094713656387659,2025-09-27 11:56:11.181000+05:30,On
device_6,pipe,2025-09-27 06:26:11.909000+00:00,31.3,5.22,1.97,True,1148.3999999999999,0.5631868131868134,2025-09-27 11:56:11.909000+05:30,On
device_7,pipe,2025-09-27 06:26:08.403000+00:00,31.57,5.32,1.85,True,1170.4,0.0,2025-09-27 11:56:08.403000+05:30,On
device_7,pipe,2025-09-27 06:26:10.256000+00:00,29.99,4.04,2.02,True,888.8,-0.8526713437668656,2025-09-27 11:56:10.256000+05:30,On
device_7,pipe,2025-09-27 06:26:11.082000+00:00,28.97,4.39,2.16,True,965.8,-1.2348668280871666,2025-09-27 11:56:11.082000+05:30,On
device_7,pipe,2025-09-27 06:26:12.717000+00:00,28.92,4.95,1.99,True,1089.0,-0.030581039755349943,2025-09-27 11:56:12.717000+05:30,On
device_8,pipe,2025-09-27 06:26:08.418000+00:00,28.5,5.47,1.93,True,1203.3999999999999,0.0,2025-09-27 11:56:08.418000+05:30,On
device_8,pipe,2025-09-27 06:26:09.876000+00:00,31.7,5.12,1.98,True,1126.4,2.194787379972565,2025-09-27 11:56:09.876000+05:30,On
device_8,pipe,2025-09-27 06:26:11.150000+00:00,28.36,5.23,1.93,True,1150.6000000000001,-2.6216640502354784,2025-09-27 11:56:11.150000+05:30,On
device_9,pipe,2025-09-27 06:26:08.574000+00:00,29.76,5.5,1.93,True,1210.0,0.0,2025-09-27 11:56:08.574000+05:30,On
